Produit_Commercial,Société,Fabricant
QUELEX,COTUGRAIN,Dow Agrosciences
ROXANE EC,COTUGRAIN,SHARDA CROPCHEM
ROXANE EC,COTUGRAIN,LIMITED INDE
Roxy,COTUGRAIN,GLOBACHEM
SHIN –ETSU MD,COTUGRAIN,Shin ETSU chemical
SHIN –ETSU MD,COTUGRAIN,CBC (EUROPE)
SHIN –ETSU MD T,COTUGRAIN,Shin ETSU chemical
SHIN –ETSU MD T,COTUGRAIN,CBC (EUROPE)
SHIN –ETSU MD T,COTUGRAIN,BIOG ARD Shin ETSU chemical CBC (EUROPE) BIOG ARD
SHIN —-ETSU MD T,COTUGRAIN,Shin ETSU chemical
SHIN —-ETSU MD T,COTUGRAIN,CBC (EUROPE)
SL (Ecosurf EH-9,COTUGRAIN,Dow Agrosciences
SOLVIGO 185 SC,COTUGRAIN,SYNGENTA
SPOZINE SC,COTUGRAIN,SHANDONG
SUPREME 25 EW,COTUGRAIN,UPL LIMITED
Signum WG,COTUGRAIN,BASF
Surfactant 73 %(p/p)),COTUGRAIN,Dow Agrosciences
TARZEK + UPTAKE,COTUGRAIN,Dow Agrosciences
TARZEK + UPTAKE SL,COTUGRAIN,Dow Agrosciences
THIO50SC,COTUGRAIN,sharda cropchem
THIOMAX JET,COTUGRAIN,SYNGENTA
TINAMOL,COTUGRAIN,LIMITED INDE
Taegro,COTUGRAIN,Novozymesbiologicals inc syngenta
Taegro,COTUGRAIN,syngenta
ULTRA280 SC,COTUGRAIN,Syngenta Crop Protection
VELAR 20 SC,COTUGRAIN,OAT agrio(fab) Japo(LIDA PLANT RESEARCH Fournisseur)
VELAR 20 SC,COTUGRAIN,OAT agrio(fab)
VELAR 20 SC,COTUGRAIN,Japo(LI DA PLANT RESEARCH
VELAR 20 SC,COTUGRAIN,Four nisseur)
VELAR 20 SC,COTUGRAIN,OAT AgrioCO.Ltd
VELIFER OD,COTUGRAIN,BASF
VERYDOR,COTUGRAIN,BASF
VIGILANT 480,COTUGRAIN,CHEMTURA
VOLTRA 0.5 G,COTUGRAIN,SYNGENTA
XAMIN –UP EC,COTUGRAIN,UPL
fighter,COTUGRAIN,BASF
hexagon SC,COTUGRAIN,BASF
lovit SC,COTUGRAIN,BASF
prowl aqua EC,COTUGRAIN,BASF
NORDOX,COTUGRAIN ATLAS AGRICOLE,S;COMMerci alquimecamasso(four) MANICA S.P.A
LIMASTOP,COTUGRAIN ATLAS AGRICOLE NUTRIPLANT,SHARDA BAYER AG
ALIKA 247 ZC,COTUGRAIN IMPEX,SYNGENTA
ARIS GOLD,COTUGRAIN IMPEX,SYNGENTA
Acrobat MZ WG,COTUGRAIN IMPEX,BASF
Affinex,COTUGRAIN IMPEX,FMC
Aramo 50 EC,COTUGRAIN IMPEX,BASF
BESIEGE 150 ZC,COTUGRAIN IMPEX,SYNGENTA
Blanca,COTUGRAIN IMPEX,Espagne INDE INDE BULGARIE
Blanca,COTUGRAIN IMPEX,ShardaWorldWide
Bonbard,COTUGRAIN IMPEX,BASF
CIGNA 50 EC,COTUGRAIN IMPEX,SYNGENTA
Cirtan EC,COTUGRAIN IMPEX,ALCOTAN
EPIC TOP SE,COTUGRAIN IMPEX,BASF
FURY 10,COTUGRAIN IMPEX,FMC Chemical
Favia Max,COTUGRAIN IMPEX,BASF
Fury Geo,COTUGRAIN IMPEX,FMC
Glitan,COTUGRAIN IMPEX,ALCOTAN
MACCANI,COTUGRAIN IMPEX,BASF
MELCAR TOP 140 DC,COTUGRAIN IMPEX,SYNGENTA
Midash 350 SC,COTUGRAIN IMPEX,INDE
PRIAXOR SE,COTUGRAIN IMPEX,BASF
Rovral Aquaflo,COTUGRAIN IMPEX,FMC
RovralAquaflo,COTUGRAIN IMPEX,FMC
SILVZOLE EW,COTUGRAIN IMPEX,UPL LIMITED
SOLVIGO 185 SC,COTUGRAIN IMPEX,SYNGENTA
Signum WG,COTUGRAIN IMPEX,BASF
Timectin,COTUGRAIN IMPEX,Tide Ningbo Ltd.
Maxitan WP,COTUGRAINIMPEX,I.Q.V AGRO UNITED PHOSPHORUS NUFARM IQV DEL VALLES
OXYTANE,CROPCHEMTUNISIA,INDE
lalione EC,DELTA AGICOLE PLUS,SHARDA WORLDWIDE
lalione EC,DELTA AGICOLE PLUS,SHARDA
lalione EC,DELTA AGICOLE PLUS,WORLDWIDE
DIQUASH,DELTA AGRICOLE,SHARDA
METAX,DELTA AGRICOLE,SHARDA
Mil Top,DELTA AGRICOLE,MEGHMANI INDUSTRIES
PROTHANE,DELTA AGRICOLE,SHARDA
Penda,DELTA AGRICOLE,SHARDA
Penda,DELTA AGRICOLE,LAINCO
DIQUASH,DELTA AGRICOLE PLUS,SHARDA
Hoprole Xtra,DELTA AGRICOLE PLUS,Shandong weifang rainbow chemical
METAX,DELTA AGRICOLE PLUS,SHARDA
MilTop,DELTA AGRICOLE PLUS,MEGHMANI INDUSTRIES
PROTHANE,DELTA AGRICOLE PLUS,SHARDA
Penda,DELTA AGRICOLE PLUS,SHARDA
QUICK EC,DELTA AGRICOLE PLUS,SHARDA
Timerole plus,DELTA AGRICOLE PLUS,Shandong weifang rainbow chemical
VALEO 25 EC,DELTA AGRICOLE PLUS,Sharda cropchem
buzzin,DELTA AGRICOLE PLUS,sharda cropchem limited
buzzin,DELTA AGRICOLE PLUS,mited
lalione EC,DELTAAGICOLE PLUS,SHARDA
lalione EC,DELTAAGICOLE PLUS,WORLDWIDE
lalione EC,DELTAAGICOLE PLUS,GLOBACHEM
Benfuron,DISTRIBUTION,SHARDA
Benfuron,DISTRIBUTION,ALBAUGH EUROPE SARL
EXTRA SC,DISTRIBUTION,SHARDA CROPCHEM
EXTRA SC,DISTRIBUTION,LIMITED INDE
G RAZY 70% WDG,DISTRIBUTION,SHARDA CROPCHEM
GRAZY 70% WDG,DISTRIBUTION,UPL
INDIGO WDG,DISTRIBUTION,Sharda
KUISTAR,DISTRIBUTION,SHARDA
Mitraze,DISTRIBUTION,sharda cropchem limited
Mitraze,DISTRIBUTION,mited
Mitraze,DISTRIBUTION,LIMITED INDE
OXYCUIVRE 50,DISTRIBUTION,FITOGAL
PROXER,DISTRIBUTION,shardacrochem
PROXER,DISTRIBUTION,LIMITED INDE
THIOPHANATE,DISTRIBUTION,MEGHMANI INDUSTRIES
TRYBERON 75 WG,DISTRIBUTION,Sharda Cropchem
TRYBERON 75 WG,DISTRIBUTION,LIMITED INDE
VEGA EC,DISTRIBUTION,Sharda cropchem
VEGA EC,DISTRIBUTION,LIMITED INDE
WINTER 41 EC,DISTRIBUTION,SHARDA
shanon,DISTRIBUTION,shardacropchem
AGRIKAR EC,EL BARAKA,SIPCAM INAGRA
TRANSFORM SC,EL BARAKA,DOW AGROSCIENCE
TRANSFORM SC,EL BARAKA,c orteva
Zorvec encantia SE,EL BARAKA,CORTEVA
Zorvecencantia SE,EL BARAKA,CORTEVA
BROADSTRIKE WG,EL BARAKA AGRICOLE,DOW AGROSCIENCE
FLAME 50 SG,EL BARAKA AGRICOLE,ALBAUGH EUROPE
TREZAK EC,EL BARAKA AGRICOLE,Dow agroscience
Diablo,EL KHADHRA,INDUSTRIAS AFRAZA
Diablo,EL KHADHRA,ALBAU GH EUROPE SARL
Foslete 50,EL KHADHRA,SIPCAM INAGRA
Foslete 50,EL KHADHRA,GOWAN Espagne
360 SL,EL KHADRA,AFRASA S.A
ABANTO 40 EC,EL KHADRA,AFRASA INDUSTRIAS S.A
ABANTO 40 EC,EL KHADRA,INDUSTRIAS AFRAZA
ABANTO 40 EC,EL KHADRA,ALBAU GH EUROPE SARL
AFROSAN DUPLO,EL KHADRA,AFRASA
Alfil Duplo,EL KHADRA,AFRASA
AzufreMicronizad o,EL KHADRA,AFEPASA S.A
AzufreMicronizado,EL KHADRA,AFEPASA S.A
Azumo,EL KHADRA,AFEPASA S.A
BENTA SL,EL KHADRA,"NANJING FENGSHAN CHEMICAL GROUP CO,LTD NANGING FENGSHAN"
BENTA SL,EL KHADRA,Dow Agrosciences
BENTA SL,EL KHADRA,Dow Agrosciences COR TEVA
BIO-AZA EC,EL KHADRA,CROPSAFE PESTICIDES INDIA PRIVATE LIMITED
BIO-AZA EC,EL KHADRA,INDE
BIOSOUFRE WG,EL KHADRA,CROPSAFE PESTICIDES INDIA
BIOSOUFRE WG,EL KHADRA,PRIVATE LIMITED
BLITZ 720 SL,EL KHADRA,"JIANGSU FENGSHAN GROUP CO,LTD (FAB)"
BLITZ 720 SL,EL KHADRA,NANJING FENGSHAN CHEMICAL(FR)
BOMBA WG,EL KHADRA,JSC(AUGUST)
BREAK ME SC,EL KHADRA,AUGUST inc
Borey SC,EL KHADRA,RUSSIE
Borey SC,EL KHADRA,AveustCrop Protection
C YCLO MAX SC,EL KHADRA,AFRASA INDUSTRIALS
C YCLO MAX SC,EL KHADRA,ESPAGN E
C YCLO MAX SC,EL KHADRA,ALBAUGH EUROPE SARL ALBAUGH EUROPE SARL
CICLOPE,EL KHADRA,INDRUSTRIAS AFRASA
CICLOPE EC,EL KHADRA,INDRUSTRIAS AFRASA
CICLOPE EC,EL KHADRA,INDRUSTRIAS
CICLOPE EC,EL KHADRA,AFRASA
CICLOPE EC,EL KHADRA,ALBAU GH EUROPE SARL
CIFOXIL,EL KHADRA,SIPCAM INAGRA
COMMBreak,EL KHADRA,CORPORATE
CURYGEN EC,EL KHADRA,JSC AUGUST INC
CYCLO MAX SC,EL KHADRA,AFRASA INDUSTRIALS
CYCLO MAX SC,EL KHADRA,ESPAGN E
CYCLO MAX SC,EL KHADRA,ALBAUGH EUROPE SARL ALBAUGH EUROPE SARL
CYCLO-R-,EL KHADRA,INDUSTRIAS AFRASA
CYCLO-R-LIQUIDE,EL KHADRA,INDUSTRIAS AFRASA
Collosal Pro,EL KHADRA,AUGUST JSC
Colossal Pro,EL KHADRA,AUGUST CROPROTECTION
Cyclo WP,EL KHADRA,AFRASA
D IMANYL WG,EL KHADRA,HANGZOU TOPAGRO
D IMANYL WG,EL KHADRA,BIOSCIENCE
DIABLO MAX SC,EL KHADRA,AFRASA INDUSTRIAS S.A
DIABLO MAX SC,EL KHADRA,INDUSTRIAS AFRAZA
DIABLO MAX SC,EL KHADRA,ALBAU GH EUROPE SARL
Dauphin,EL KHADRA,MCA UPL Phosphorus ARYSTA LIFESCIENCE INDUST. QUIMICA KEY AGRIA SA AGRIA SA CEREXAGRI BV SIPCAM INAGRA SIPCAM INAGRA INDOFIL INDE DOW AGROSCIENCES COROMANDEL Ltd. United Phosphorus Ltd ZENITH CROPSCIENCES
Dauphin,EL KHADRA,SIPCAM INAGRA
Dazitol,EL KHADRA,CHAMPION MILLENIUM CHEMICALS
Dazitol,EL KHADRA,CHAMPION
Dazitol,EL KHADRA,MILLENIUM CHEMICALS
Dipiril Plus,EL KHADRA,INDUSTRIALS AFRASA SA
Dipiril Plus,EL KHADRA,AAKOBV
DrizaWG,EL KHADRA,INDSUTRIAS AFRASA
F ilal,EL KHADRA,AFRASA
FENGIB MAX EC,EL KHADRA,Espagne
FILAL PLUS WG,EL KHADRA,AFRASA
FILAL PLUS WG,EL KHADRA,INDUSTRIAS AFRAZA
FILAL PLUS WG,EL KHADRA,ALBAUGH EUROPE SARL
FLASH EVO,EL KHADRA,GOWAN Espagne
FLASH EVO,EL KHADRA,SHARDA CROPCHEM INDE
FLASH EVO,EL KHADRA,SIPCAM INAGRA
FLASH EVO,EL KHADRA,(ancientfabricant:
FLASH EVO,EL KHADRA,NIHON
FLASH EVO,EL KHADRA,NOHYAKU Co. Ltd)
FLASHEVO,EL KHADRA,SIPCAM INAGRA (ancientfabricant: NIHON NOHYAKU Co. Ltd)
FUGIX SC,EL KHADRA,SIPCAM INAGRA
Filal,EL KHADRA,AFRASA
Filal,EL KHADRA,INDUSTRIAS AFRAZA
Filal,EL KHADRA,ALBAUGH EUROPE SARL
Finito WG,EL KHADRA,INDE
Finito WG,EL KHADRA,SHARDA
Fortune AZA,EL KHADRA,AFRASA
Fouir,EL KHADRA,SHARDA
Fouir,EL KHADRA,SHARDA CROPCHEM
Fouir,EL KHADRA,LIMITED INDE
GLISO 360,EL KHADRA,SIPCAM INGARA
HACHI-HACHI EC,EL KHADRA,SIPCAM INAGRA
JAGUAR 100 EC,EL KHADRA,"JIANGSU FENGSHAN GROUP CO,LTD NANJING FENGSHAN CHEMICAL"
KEYZOL SC,EL KHADRA,AVGUST CROP CORPORATION
LEGADO 250 SC,EL KHADRA,AFRASA INDUSTRIAS
LEGADO 250 SC,EL KHADRA,AFRASA S.A
LEGADO 250 SC,EL KHADRA,AFRASA INDUSTRIAS AFRASA S.A
LEGADO 250 SC,EL KHADRA,INDUSTRIAS AFRAZA
LEGADO 250 SC,EL KHADRA,ALBAUGH EUROPE SARL
LEMBAR,EL KHADRA,SIPCAM INAGRA
LEMBAR,EL KHADRA,SIPCAM
LEMBAR,EL KHADRA,INAGRA
LIMAGRAM,EL KHADRA,SIPCAM INAGRA
LIQUIDE,EL KHADRA,INDUSTRIAS AFRASA
LIQUIDE,EL KHADRA,ALBAUGH EUROPE SARL
LORET 300 SL,EL KHADRA,Sharda Cropchem Limited
Magma Triple,EL KHADRA,AFRASA
Magma Triple,EL KHADRA,INDUSTRIAS AFRAZA
Magma Triple,EL KHADRA,ALBAUGH EUROPE SARL
Micene Triple,EL KHADRA,SIPCAM INAGRA
Mycoseeds FS 60,EL KHADRA,Sharda World wide
Mycoseeds FS 60,EL KHADRA,SHARDA CROPCHEM
Mycoseeds FS 60,EL KHADRA,LIMITED INDE
Nom,EL KHADRA,CORPORATE
OIKOS MAX,EL KHADRA,SIPCAM INAGRA
PRETIL SC,EL KHADRA,INDUSTRIAS AFRASA S.A
PRETIL SC,EL KHADRA,ALBAUGH EUROPE SARL
PROXIMO EC,EL KHADRA,Indsutrias AFRASA S.A
PROXIMO EC,EL KHADRA,Indsutrias
PROXIMO EC,EL KHADRA,AFRASA S.A
PROXIMO EC,EL KHADRA,HANGZHOU TOPAGRO BIOSCIENCE
PROXIMO EC,EL KHADRA,INDUSTRIAS AFRAZA
PROXIMO EC,EL KHADRA,ALBAU GH EUROPE SARL
PUGIL CX,EL KHADRA,SIPCAM INAGRA
PUGIL CX,EL KHADRA,SIPCAM
PUGIL CX,EL KHADRA,INAGRA
QUIMERA WG,EL KHADRA,AFRASA
QUIMERA WG,EL KHADRA,JEBAGRO(distr ibuteur)
QUIMERA WG,EL KHADRA,INDUSTRIAS AFRAZA
QUIMERA WG,EL KHADRA,ALBAUGH EUROPE SARL
RALINE480EC,EL KHADRA,"JIANGSU FENGSHAN GROUP CO,LTD NANJING FENGSHAN CHEMICAL"
RALINE480EC,EL KHADRA,AAKO
RYCAR SC,EL KHADRA,SIPCAM INAGRAS
RYCAR SC,EL KHADRA,SIPCAM
RYCAR SC,EL KHADRA,INAGRAS
S ERISS 25 EC,EL KHADRA,INDUSTRIAS AFRASA S.A
S ERISS 25 EC,EL KHADRA,ALBAUGH EUROPE SARL
S INOCYPER,EL KHADRA,CROPSAVE PESTICIDES
S INOCYPER,EL KHADRA,INDIAN
S INOCYPER,EL KHADRA,PVT.LTD
SATELITE,EL KHADRA,AFRASA INDUSTRIAS
SATELITE360 SL,EL KHADRA,AFRASA INDUSTRIAS AFRASA S.A
SATELITE360 SL,EL KHADRA,AFRASA INDUSTRIAS
SATELITE360 SL,EL KHADRA,AFRASA S.A
SATELITE360 SL,EL KHADRA,INDUSTRIAS AFRAZA
SATELITE360 SL,EL KHADRA,ALBAU GH EUROPE SARL
SERISS 25 EC,EL KHADRA,INDUSTRIAS AFRASA S.A
SERISS 25 EC,EL KHADRA,ALBAUGH EUROPE SARL
SINOCYPER,EL KHADRA,CROPSAVE PESTICIDES
SINOCYPER,EL KHADRA,INDIAN
SINOCYPER,EL KHADRA,PVT.LTD
SPEEDY SC,EL KHADRA,NINGBO SUNJOY AGROSCIENCE INDUSTRY Cropidea
SPEEDY SC,EL KHADRA,Cropidea
SPINO 480 SC,EL KHADRA,"BAICO BIOTECH CO,LTD"
SR/ Changement,EL KHADRA,CORPORATE
SYNCHRO,EL KHADRA,SHARDA WORLDWIDE
SYNCHRO,EL KHADRA,SHARDA
SYNCHRO,EL KHADRA,WORLDWIDE
TERBYNE 75 WG,EL KHADRA,SIPCAM INAGRA
TERBYNE 75 WG,EL KHADRA,SIPCAM
TERBYNE 75 WG,EL KHADRA,INAGRA
Topol,EL KHADRA,SHARDA
Topol,EL KHADRA,SHARDA CROPCHEM
Topol,EL KHADRA,LIMITED INDE
VALMEC EC,EL KHADRA,INDUSTRIAS AFRASA S.A
VALMEC EC,EL KHADRA,AFRASA S.A
VALMEC EC,EL KHADRA,ALBAU GH EUROPE SARL
VANGUARD SC,EL KHADRA,HANGHZOU TOPAGRO
VANGUARD SC,EL KHADRA,BIOSCIENCE
VEGA,EL KHADRA,Sharda Cropchem Limited
Volteo 75 WG,EL KHADRA,AFRASA
Volteo 75 WG,EL KHADRA,JSC(AVGUST)
Weed Killer,EL KHADRA,Espagne INDE INDE BULGARIE
Xpert WG,EL KHADRA,Sharda
Xpert WG,EL KHADRA,GOWAN CROP PROTECTION LIMITED
thru,EL KHADRA,CORPORATE
RYCAR SC y,EL KHADRA AGROSYSTEMES,INAGRAS GLOBACHEM
HACHI-HACHI E C T.F.,EL KHADRA N°.H.,SIPCAM INAGRA SOCIETE
Aurige70,EL KHADRHA,SIPCAM INAGRA
Methyl-T,EL KHADRHA,"UPL, SIPCAM INAGRA Nufarm"
SOLFOLIQUID 80 SC,EL KHARDA,AFEPASA
SULFOMAX,EL KHARDA,AFEPASA
Agroxyl-M,EL MOUSSEM,I.Q.V AGRO UNITED PHOSPHORUS NUFARM IQV DEL VALLES
Atrium,EL MOUSSEM,TAGROS CHEMICALS
BRINKA SC,EL MOUSSEM,UPL
CONFIRM 5 EW,EL MOUSSEM,NIPPON SODA
CONFIRM 5 EW,EL MOUSSEM,Nisso Chemical Europe GmbH
CYPGOLD 500 EC,EL MOUSSEM,ARYSTA LIFESCIENCE
CYPGOLD 500 EC,EL MOUSSEM,UPL
CeraBait,EL MOUSSEM,EVIE MICHAAILIDES
Corasil Super,EL MOUSSEM,NUFARM
Cuprofix C WG,EL MOUSSEM,LIMITED INDE
EVITO P,EL MOUSSEM,ARYSTA LIFESCIENCE UPL
EVITO P,EL MOUSSEM,UPL
FILDER,EL MOUSSEM,LIMITED INDE
Gipsy,EL MOUSSEM,ROTAM
Gipsy,EL MOUSSEM,AGROCHEMICA L
Hurricaine,EL MOUSSEM,SOCIETE OCCITANE DE FABRICATIONS ET DE TECHNOLOGIES
Hurricaine,EL MOUSSEM,SDP
Insegar 25 WG,EL MOUSSEM,SYNGENTA
KABUTO,EL MOUSSEM,"Mitsui Chemicals Agro,Inc"
KABUTO,EL MOUSSEM,"Mitsui Chemicals crop&life solutions,Inc(fab)"
KABUTO,EL MOUSSEM,Summit Agro International Ltd(fournisseur)
METEOR,EL MOUSSEM,NUFARM
OSSETIA WG,EL MOUSSEM,RotamAgrochemic al
OSSETIA WG,EL MOUSSEM,ALBAUGH
PRIME,EL MOUSSEM,Bayer AG
Prev-am,EL MOUSSEM,ORO AGRI
SERENADE,EL MOUSSEM,Bayer AG
SERENADE PRIME,EL MOUSSEM,Bayer AG
Super Chlorpy,EL MOUSSEM,DOW AGROSCIENCES
Super Chlorpy,EL MOUSSEM,GHARDA CHEMICALS
Super Chlorpy,EL MOUSSEM,arist eas
TAZER XPERT SC,EL MOUSSEM,NUFARM
VACCIPLANT,EL MOUSSEM,GOEMAR SAS
Ecotech-Bio,EL MOUSSEM AG,YPSILON S.A
Gibelex,EL MOUSSEM AGRI,Espagne CHYPRE CHYPRE INDE USA
Tayara,EL MOUSSEM AGRI,USA Espagne DANEMARK Espagne
Maton,EL MOUSSEM AGRI.,A H MARKS
Maton,EL MOUSSEM AGRI.,NUFARM
ADVANCE WG,EL MOUSSEM AGRICOLE,Agro
ADVANCE WG,EL MOUSSEM AGRICOLE,PORTUGAL
ALLUM WG,EL MOUSSEM AGRICOLE,NUFARM
Allum MZ,EL MOUSSEM AGRICOLE,NUFARM
Amaline Flow,EL MOUSSEM AGRICOLE,NUFARM
Amiral,EL MOUSSEM AGRICOLE,PARIJAT INDUSTR.
Amiral,EL MOUSSEM AGRICOLE,ariestas
Attribut 70 SG,EL MOUSSEM AGRICOLE,BAYER CROPSCIENCE
BastaF1,EL MOUSSEM AGRICOLE,BAYER CROPSCIENCE
Cesar,EL MOUSSEM AGRICOLE,JAPON
Cesar,EL MOUSSEM AGRICOLE,"NIPPON SODA CO., LTD"
Challenge 600SC,EL MOUSSEM AGRICOLE,Bayer AG
Citrole,EL MOUSSEM AGRICOLE,TotalEnergies Fluides
Cuproxat,EL MOUSSEM AGRICOLE,NUFARM
Cuproxat SC,EL MOUSSEM AGRICOLE,NUFARM
DUO Flash WG,EL MOUSSEM AGRICOLE,BAYER CROPSCIENCE
Decis EC 25,EL MOUSSEM AGRICOLE,BAYER CROPSCIENCE ARYSTA LIFESCIENCE
Decis EC 25,EL MOUSSEM AGRICOLE,BAYER CROPSCIENCE
DecisEC25,EL MOUSSEM AGRICOLE,BAYER CROPSCIENCE
Diva1.8EW,EL MOUSSEM AGRICOLE,CHEMINOVA
ELIOS,EL MOUSSEM AGRICOLE,BAYER CROPSCIENCE
EVITO 480 SC,EL MOUSSEM AGRICOLE,LIFESCIENCES
Ecotech-BIO,EL MOUSSEM AGRICOLE,YPSILON S.A
Evito T,EL MOUSSEM AGRICOLE,ARYSTA LIFESCIENCE
Evito T,EL MOUSSEM AGRICOLE,UPL
FLUANCE 125 E C,EL MOUSSEM AGRICOLE,Indofil Industries Limited
FLUANCE 125 EC,EL MOUSSEM AGRICOLE,Indofil Industries Limited
G ENERAL SC,EL MOUSSEM AGRICOLE,PARIJAT INDUSTR. ariestas
GLADIUS 10 SC,EL MOUSSEM AGRICOLE,"Nippon kayaku Co.,Ltd"
GLADIUS 10 SC,EL MOUSSEM AGRICOLE,Summit Agro international Ltd
H I BIO WG,EL MOUSSEM AGRICOLE,ALBAUGH EUROPE SARL
HI BIO WG,EL MOUSSEM AGRICOLE,ALBAUGH EUROPE SARL
Illicos Flexi 300 SC,EL MOUSSEM AGRICOLE,SYNGENTA
KAISO 5%,EL MOUSSEM AGRICOLE,NUFARM
KYLEO,EL MOUSSEM AGRICOLE,NUFARM
LEIMAY 20 SC,EL MOUSSEM AGRICOLE,NISSAN CHEMICAL EUROPE SAS ARYSTA LIFESCIENCES
LEIMAY 20 SC,EL MOUSSEM AGRICOLE,NISSAN CHEMICAL EUROPE SAS
LEIMAY 20 SC,EL MOUSSEM AGRICOLE,ARYSTA LIFESCIENCES
Laincobre-M,EL MOUSSEM AGRICOLE,LAINCO
METEOR,EL MOUSSEM AGRICOLE,NUFARM
METEOR,EL MOUSSEM AGRICOLE,arist NUFARM arist
MEXIRAM TRI,EL MOUSSEM AGRICOLE,ALBAUGH EUROPE SARL
MIMIC 240 SC,EL MOUSSEM AGRICOLE,orteva
Methyl-T,EL MOUSSEM AGRICOLE,"UPL, SIPCAM INAGRA Nufarm"
Mythos300 SC,EL MOUSSEM AGRICOLE,BAYER CROPSCIENCE
Mythos300SC,EL MOUSSEM AGRICOLE,BAYER CROPSCIENCE
Nupoxyn,EL MOUSSEM AGRICOLE,NUFARM
Prev-am,EL MOUSSEM AGRICOLE,ORO AGRI
Previcur Energy,EL MOUSSEM AGRICOLE,BAYER CROPSCIENCE
Revus 250 SC,EL MOUSSEM AGRICOLE,SYNGENTA
"Rufast 7,5 EW",EL MOUSSEM AGRICOLE,CHEMINOVA
SYNERGY WP,EL MOUSSEM AGRICOLE,ARISTEAS Agro(fournisseur) INDOFI L INDUSTRIES LIMITED(fabricant)
Sereno,EL MOUSSEM AGRICOLE,BAYER CROPSCIENCE
Takumi 20 WG,EL MOUSSEM AGRICOLE,JAPON
Takumi 20 WG,EL MOUSSEM AGRICOLE,NIHON NOHYAKU NICHINO EUROPE
Takumi 20 WG,EL MOUSSEM AGRICOLE,BAYER
Takumi 20 WG,EL MOUSSEM AGRICOLE,"EASTCHEM CO,Ltd CHINE"
Takumi 20 WG,EL MOUSSEM AGRICOLE,NIHON NOHYAKU
Takumi 20 WG,EL MOUSSEM AGRICOLE,NICHINO EUROPE
Tazer 250 SC,EL MOUSSEM AGRICOLE,NUFARM
Tiger,EL MOUSSEM AGRICOLE,PARIJAT INDUSTRIES
Timpani,EL MOUSSEM AGRICOLE,NUFARM
Unix 50 WG,EL MOUSSEM AGRICOLE,SYNGENTA
VITIPEC,EL MOUSSEM AGRICOLE,ASCENZA
Volare,EL MOUSSEM AGRICOLE,BAYER AG
Tiger,EL MOUSSEM AGRICOLE RAYEN PHYTAGRI,PARIJAT INDUSTRIES
Previcur607,EL MOUSSEM ATLAS AGRICOLE,BAYER CROPSCIENCE BAYER CROPSCIENCE ASTRACHEM
Clinic,EL MOUSSEMAGRI.,NUFARM
Copezine50,ELKHADRA,SIPCAM QUIMAGRO
GLISO360,ELKHADRA,SIPCAMINGARA
GLISO360,ELKHADRA,SIPCAM
GLISO360,ELKHADRA,INGARA
WeedKiller,ELKHADRA,ShardaWorld Wide
WeedKiller,ELKHADRA,SHARDA CROPCHEM
WeedKiller,ELKHADRA,LIMITED INDE
ELIOS,ELMOUSSEM AGRICOLE,BAYERCROPSCIENCE
Dicozeb 80,ELMOUSSEM.,MCA UPL Phosphorus ARYSTA LIFESCIENCE INDUST. QUIMICA KEY AGRIA SA AGRIA SA CEREXAGRI BV SIPCAM INAGRA SIPCAM INAGRA INDOFIL INDE DOW AGROSCIENCES COROMANDEL Ltd. United Phosphorus Ltd ZENITH CROPSCIENCES
Dicozeb 80,ELMOUSSEM.,INDOFIL INDE
ACTROSE 18 EC,ETS MEZGHANI,ASTRACHEM
ACTROSE18EC,ETS MEZGHANI,ASTRACHEM
Azar,ETS MEZGHANI,IND.QUIMICA KEY
BENTAKEY SL,ETS MEZGHANI,SHANDONG BIONNONG TECHNOLOGY CO.LTD I.Q.Key
BENTAKEY SL,ETS MEZGHANI,Distribué par I.Q.Key
BENTAKEY SL,ETS MEZGHANI,Dow Agrosciences
BENTAKEY SL,ETS MEZGHANI,Dow Agrosciences COR TEVA
Broditop,ETS MEZGHANI,ZAPI SPA
Broditop wax block,ETS MEZGHANI,ZAPI SPA
COBRE KEY,ETS MEZGHANI,KEY
DELFOS 5G,ETS MEZGHANI,INDUSTRIAL QUIMICA KEY
DELFOS 5G,ETS MEZGHANI,QUIMICA KEY
DOUBLE WP,ETS MEZGHANI,KEY
Delfos,ETS MEZGHANI,INDUSTRIAL QUIMICA KEY DOW AGROSCIENCES ALCOTAN DOW AGROSCIENCES COROMANDEL AAKO
Delfos,ETS MEZGHANI,INDUSTRIAL QUIMICA KEY
Delfos,ETS MEZGHANI,QUIMICA KEY
Dimethon,ETS MEZGHANI,INDUST. QUIMICA KEY
Exitox,ETS MEZGHANI,INDUSTRIAL QUIMICA KEY
Exitox,ETS MEZGHANI,|
Exitox,ETS MEZGHANI,QUIMICA KEY
FOUZILE EC,ETS MEZGHANI,INDUST. QUIMICA KEY
FOUZILE EC,ETS MEZGHANI,QUIMICA KEY
Flural,ETS MEZGHANI,INDUSTRIAL Q. KEY
Flural,ETS MEZGHANI,Q. KEY
Flural,ETS MEZGHANI,AAKO
Fortin,ETS MEZGHANI,INDUSTRLQUIMICAKEY
Hersan-I,ETS MEZGHANI,INDUSTRIAL QUIMICA KEY S.A
IMIDAPUM WG,ETS MEZGHANI,JIANGSU KESHENG GROUP
Insecticida KEY,ETS MEZGHANI,Industrial Quimica Key
Insecticida KEY,ETS MEZGHANI,Key
InsecticidaKEY,ETS MEZGHANI,Industrial Quimica Key
